Title,Distr,TMDB Movie ID,Genre 1,Genre 2,Popularity,Runtime (minutes),Average Vote (/10),Overview,Tagline,Poster Path
Humraaz,Venus,165404,Action,Romance,2.415,173,6.4,"A wealthy industrialist and business man named Raj Singhania lives in Bombay, India. He reaches up with a music band in which Karan Malhotra is the leader and Priya is his right-hand and sweetheart. Karan finds that it is not easy to achieve one's merit. A contract made between the two for his band to sing on a crusade for Raj. He agrees to do so and later on conspire with his girlfriend Priya to take over Raj vast estate by setting up his girlfriend to marry Raj fakely. On a chance encounter one day Raj and Priya both meet, where by Raj fall head over heals in love with Priya.",Karan and Priya Share a secret Raj wants to know the secret.,/wYHShqkkup1WjTVBiNdRbfWzvki.jpg
The Lawless Heart,Optimum,77283,Drama,Comedy,1.059,100,5.2,"In a British seaside resort, several lives intertwine following the funeral of a gay restaurant owner",Is the life you have the life you want?,/ypO0QfYwtZnjVHCi4biUEnVq48e.jpg
Scooby-Doo,Warner,9637,Mystery,Adventure,118.633,88,6.0,"The Mystery Inc. gang have gone their separate ways and have been apart for two years, until they each receive an invitation to Spooky Island. Not knowing that the others have also been invited, they show up and discover an amusement park that affects young visitors in very strange ways.",Be Afraid. Be Kind of Afraid.,/98zsG0FX7z6R4i5q0HONLM21dpt.jpg
Minority Report,Fox,180,Action,Thriller,27.546,145,7.3,"John Anderton is a top 'Precrime' cop in the late-21st century, when technology can predict crimes before they're committed. But Anderton becomes the quarry when another investigator targets him for a murder charge.",The system is perfect until it comes after you.,/ccqpHq5tk5W4ymbSbuoy4uYOxFI.jpg
Devdas,Eros,685057,Drama,Romance,1.09,144,0.0,Devdas is a Bengali-language film based on the Sharat Chandra Chattopadhyay novel Devdas. It is the first Bangladeshi version of the story and the first colour film version in Bangladesh. It was the first of two versions directed by Chashi Nazrul Islam.,,/AhIJ9oLNbxg5HxZN78X2CrS7Rya.jpg
Bad Company,BVI,3132,Action,Adventure,13.971,116,5.4,"When a Harvard-educated CIA agent is killed during an operation, the secret agency recruits his twin brother.",Two Mismatched Partners. One Messed Up Case!,/umu141mcfIEhRLgyQp7TWlGJFW.jpg
No Man's Land,Momentum,8342,Drama,Action,11.148,98,7.6,"Two soldiers from opposite sites get stuck between the front lines in the same trench. The UN is asked to free them and both sides agree on a ceasefire, but will they stick to it?",A lot can happen between the lines,/jRffyv5gaJb6Sna1S6UMRCPHuso.jpg
Stuart Little 2,Col/Tri,10996,Family,Adventure,37.839,78,5.7,"Stuart, an adorable white mouse, still lives happily with his adoptive family, the Littles, on the east side of Manhattan's Central Park. More crazy mouse adventures are in store as Stuart, his human brother, George, and their mischievous cat, Snowbell, set out to rescue a friend.",A Little Goes A Long Way,/hjfeMLWqJY44mqqJKZSa6jx4Y1j.jpg
Jason X,Entm't,11470,Horror,Science Fiction,51.535,91,4.8,"In the year 2455, Old Earth is now a contaminated planet abandoned for centuries -- a brown world of violent storms, toxic landmasses and poisonous seas. Yet humans have returned to the deadly place that they once fled, not to live, but to research the ancient, rusting artifacts of the long-gone civilizations. But it's not the harmful environment that could prove fatal to the intrepid, young explorers who have just landed on Old Earth. For them, it's Friday the 13th, and Jason lives!",Evil has an upgrade.,/a1Or6hhPI4ugwu1NKlL0QMwLhb2.jpg
The Abduction Club,Pathe,21893,Comedy,History,3.359,96,6.0,A group of Irish noblemen kidnap girls in order to marry into their fortune and avoid becoming priests or soldiers.,,/bjsQB6FT4ewznTmO4A5G8Rx1NUh.jpg
Hijack Stories,Momentum,58169,Drama,Crime,0.781,0,5.3,"Far from Hollywood eye candy, this movie has a taste of South African authenticity. No high budget action, no pretenses, just the minimum needed to support the plot that takes the audience on a journey across various aspects of contemporary South African society, most often in a humorous way. Critics about car chases and special effects are completely missing the point of that movie. It mostly revolves about the culture shock of an educated black taking a plunge into Soweto gangster culture. I found the characters quite attaching and I felt refreshed after viewing this exotic piece. I recommend it if you are looking for a simple and out of the ordinary movie.",,/ovGt6JtNXGiOQqHP0dvWJ24hjDE.jpg
Austin Powers in Goldmember,Entm't,818,Comedy,Crime,30.995,94,6.0,"The world's most shagadelic spy continues his fight against Dr. Evil. This time, the diabolical doctor and his clone, Mini-Me, team up with a new foe—'70s kingpin Goldmember. While pursuing the team of villains to stop them from world domination, Austin gets help from his dad and an old girlfriend.",He's still evil... He's still deadly... and he's still surrounded by frickin' idiots!,/aSNnxSNc7HftXa6EULM4Lq6mUDn.jpg
Eight Legged Freaks,Warner,8869,Action,Comedy,19.475,99,5.7,"The residents of a rural mining town discover that an unfortunate chemical spill has caused hundreds of little spiders to mutate overnight to the size of SUVs. It's then up to mining engineer Chris McCormack and Sheriff Sam Parker to mobilize an eclectic group of townspeople, including the Sheriff's young son, Mike, her daughter, Ashley, and paranoid radio announcer Harlan, into battle against the bloodthirsty eight-legged beasts.",Do you hate spiders? Do you really hate spiders? Well they don't like you either.,/1hf7x6WmyXtL1MlY4eSlTbZ8Nzu.jpg
The Wash,Metrodome,13408,Action,Comedy,8.1,93,5.0,"With the rent due and his car booted, Sean (Dr. Dre) has to come up with some ends...and fast. When his best buddy and roommate Dee Loc (Snoop Dogg), suggests that Sean get a job busting suds down at the local car wash.","When you're down 'n dirty, it all comes out in...",/xb63VT8E4Q2RjLT7qnzvc5jRFAQ.jpg
Lantana,Winchester,9523,Crime,Drama,10.662,121,6.6,"Plagued with grief over the murder of her daughter, Valerie Somers suspects that her husband John is cheating on her. When Valerie disappears, Detective Leon Zat attempts to solve the mystery of her absence. A complex web of love, sex and deceit emerges -- drawing in four related couples whose various partners are distrustful and suspicious about each other's involvement.",Sometimes love isn't enough.,/nTEUCdpDsfVDZJ5H0ndP1EmVtj.jpg
The Guru,UIP,9027,Comedy,Romance,9.126,91,5.2,"Bored with Bollywood movies but fascinated with their Hollywood counterparts from his youth, Ram dreams to become a singer and actor in America, the country where dreams are made. He is encouraged when his American-based close friend, Vijay Rao, comes for visit, and brags about driving a Mercedes and living in a penthouse.","When he talks, women listen.",/t7rwsC9pQW2fU1NwfqDSDsI105G.jpg
